CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,Success,Status,ErrorMessage,Runtime_s
1,NoH_baseline,QPSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,24,45,1.51323471604189,36.4018740770005,36.4018740769964,-0.00193352109573784,0,NaN,NaN,1,OK,,6.610311
2,NoH_baseline,QPSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,22,41,1.53439702975713,36.2812450173541,36.2812450173502,-0.00225619602756842,0,NaN,NaN,1,OK,,17.8290616
3,NoH_baseline,QPSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,24,43,1.54927484711841,36.1974305990003,36.1974305989964,0.00963244615349008,0,NaN,NaN,1,OK,,11.4417849
4,NoH_baseline,QPSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,22,41,1.5035746512562,36.4575000932207,36.4575000932165,-0.00271837075450193,0,NaN,NaN,1,OK,,9.677221
5,NoH_baseline,QPSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,22,41,1.50546296128707,36.4465984982288,36.4465984982247,0.00149777593362206,0,NaN,NaN,1,OK,,8.2864038
6,NoH_baseline,QPSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,23,42,1.53420434342544,36.2823358414857,36.2823358414817,-0.00138153853721154,0,NaN,NaN,1,OK,,14.3190168
7,NoH_baseline,8PSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,24,45,1.52991527223014,36.3066524009265,36.3066524009225,0.00508399925390242,0,NaN,NaN,1,OK,,12.0373928
8,NoH_baseline,8PSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,23,42,1.54094107157203,36.2442793837163,36.2442793837124,0.00421757940104268,0,NaN,NaN,1,OK,,34.2932415
9,NoH_baseline,8PSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,23,42,1.54759451326722,36.2068563733036,36.2068563732997,-0.00543802667769569,0,NaN,NaN,1,OK,,20.5266615
10,NoH_baseline,8PSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,22,41,1.50255595427383,36.4633869232113,36.4633869232072,0.00638024220585024,0,NaN,NaN,1,OK,,16.8415749
11,NoH_baseline,8PSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,22,41,1.51256414707219,36.4057239615595,36.4057239615554,-0.00464338795539511,0,NaN,NaN,1,OK,,14.2610569
12,NoH_baseline,8PSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,22,41,1.5137105403457,36.3991432992203,36.3991432992162,-0.00489030964627801,0,NaN,NaN,1,OK,,13.2377424
13,NoH_baseline,16APSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,23,44,1.81115457653016,34.8408896478407,34.8849973133374,-0.0940993811016241,0,NaN,NaN,1,OK,,3.0768743
14,NoH_baseline,16APSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,24,43,1.80778467251364,34.8570660027471,34.8610943528097,0.00995162420946149,0,NaN,NaN,1,OK,,6.2803285
15,NoH_baseline,16APSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,22,41,1.82597832563287,34.7700876369534,34.746851830298,-0.0290336752009588,0,NaN,NaN,1,OK,,4.7143372
16,NoH_baseline,16APSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,22,41,1.82588483692356,34.7705323593186,34.7320755130903,-0.0186467750501324,0,NaN,NaN,1,OK,,4.1283929
