CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,Success,Status,ErrorMessage,Runtime_s
1,H_EQ_rawGain,QPSK,none,none,1115,NaN,0,NaN,1,1,0,1,2.13538330130258e-05,100,0.0238095238095238,42,44,3.82472176718129,28.3480030500654,28.3480030500647,-0.00185511727144581,14.0969454777835,1.92865493310657e-15,4.31208279649419,1,OK,,6.6020645
2,H_EQ_rawGain,QPSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,7.10926391775129e-05,100,0.024390243902439,41,43,3.98822540028818,27.9844060978038,27.9844060978032,-0.000770351995528133,13.7879859877658,1.92865493310657e-15,4.08609040253356,1,OK,,47.9546289
3,H_EQ_rawGain,QPSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0,100,0,41,43,1.7581233705232,35.0990130601306,35.0990130601276,0.0014513637250146,14.0445438680577,1.92865493310657e-15,4.29431418912407,1,OK,,6.9090453
4,H_EQ_rawGain,QPSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,4.10149841408728e-05,100,0.0487804878048781,41,43,5.52731540071409,25.1497150583498,25.1497150583495,-0.000305177745290411,14.1058812345887,1.92865493310657e-15,4.31310991845517,1,OK,,165.3226126
5,H_EQ_rawGain,QPSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,2.80017921146953e-05,100,0.025,40,42,2.64082105396995,31.5652205249444,31.5652205249431,0.00831434806394508,14.2599921361283,1.92865493310657e-15,4.39514921177039,1,OK,,50.567353
6,H_EQ_rawGain,QPSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,1.94790739091719e-05,100,0.025,40,42,9.30479502829624,20.6258637866349,20.6258637866348,0.0156079210762778,14.2712163191701,1.92865493310657e-15,4.4061846875635,1,OK,,333.0312257
7,H_EQ_rawGain,8PSK,none,none,1115,NaN,0,NaN,1,1,0,1,8.20299682817456e-05,100,0.0975609756097561,41,44,3.2793906119539,29.6841370187767,29.6841370187759,-0.00286326536845826,14.5260037974489,1.92865493310657e-15,4.53317044968685,1,OK,,20.6669209
8,H_EQ_rawGain,8PSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,1.68161434977578e-05,100,0.025,40,42,5.83294711983149,24.6822392153375,24.6822392153373,-0.0188441079396583,14.105884427264,1.92865493310657e-15,4.31310991845517,1,OK,,4.442184
9,H_EQ_rawGain,8PSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,5.60538116591928e-05,100,0.025,40,42,3.84962554122618,28.291630258081,28.2916302580803,0.00300457442457378,14.0972980573129,1.92865493310657e-15,4.31208279649419,1,OK,,3.9235518
10,H_EQ_rawGain,8PSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,7.847533632287e-05,100,0.025,40,42,1.98121783141992,34.0613554384188,34.0613554384164,-0.00268776730765967,14.1710504848591,1.92865493310657e-15,4.34109228202262,1,OK,,4.3698134
11,H_EQ_rawGain,8PSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0.000148409498207885,100,0.025,40,42,6.05253456666167,24.3612544315534,24.3612544315531,-0.0155700565794575,14.2036288939235,1.92865493310657e-15,4.34727174367576,1,OK,,4.6635588
12,H_EQ_rawGain,8PSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0.000155832591273375,100,0.025,40,42,7.85706728662833,22.0947905522573,22.0947905522572,-0.0061476635653699,14.2494841369022,1.92865493310657e-15,4.37580296263653,1,OK,,4.8854576
